GEBR id 'Default kasgebruik data' PDIN 1 0 pdin TBLE
'1951/05/11;00:00:00'  47.42   <
'1951/05/12;00:00:00'  50.03   <
'1951/05/13;00:00:00'  30.68   <
'1951/05/14;00:00:00'  24.46   <
'1951/05/15;00:00:00'  21.78   <
'1951/05/16;00:00:00'  32.84   <
'1951/05/17;00:00:00'  42.19   <
'1951/05/18;00:00:00'  42.33   <
'1951/05/19;00:00:00'  46.73   <
'1951/05/20;00:00:00'  39.37   <
'1951/05/21;00:00:00'  22.88   <
'1951/05/22;00:00:00'  38.51   <
'1951/05/23;00:00:00'  32.36   <
'1951/05/24;00:00:00'  40.95   <
'1951/05/25;00:00:00'  22.03   <
'1951/05/26;00:00:00'  38.96   <
'1951/05/27;00:00:00'  28.49   <
'1951/05/28;00:00:00'  22.86   <
'1951/05/29;00:00:00'  45.49   <
'1951/05/30;00:00:00'  52.06   <
'1951/05/31;00:00:00'  53.03   <
'1951/06/01;00:00:00'  53.15   <
'1951/06/02;00:00:00'  45.61   <
'1951/06/03;00:00:00'  36.34   <
'1951/06/04;00:00:00'  46.12   <
'1951/06/05;00:00:00'  44.72   <
'1951/06/06;00:00:00'  52.11   <
'1951/06/07;00:00:00'  42.70   <
'1951/06/08;00:00:00'  51.64   <
'1951/06/09;00:00:00'  49.66   <
'1951/06/10;00:00:00'  39.13   <
'1951/06/11;00:00:00'  48.18   <
'1951/06/12;00:00:00'  30.65   <
'1951/06/13;00:00:00'  32.21   <
'1951/06/14;00:00:00'  51.06   <
'1951/06/15;00:00:00'  32.79   <
'1951/06/16;00:00:00'  46.90   <
'1951/06/17;00:00:00'  38.66   <
'1951/06/18;00:00:00'  35.13   <
'1951/06/19;00:00:00'  44.72   <
'1951/06/20;00:00:00'  52.55   <
'1951/06/21;00:00:00'  49.17   <
'1951/06/22;00:00:00'  29.52   <
'1951/06/23;00:00:00'  28.14   <
'1951/06/24;00:00:00'  24.41   <
'1951/06/25;00:00:00'  40.53   <
'1951/06/26;00:00:00'  29.13   <
'1951/06/27;00:00:00'  24.41   <
'1951/06/28;00:00:00'  28.35   <
'1951/06/29;00:00:00'  30.32   <
'1951/06/30;00:00:00'  29.54   <
'1951/07/01;00:00:00'  45.62   <
'1951/07/02;00:00:00'  49.30   <
'1951/07/03;00:00:00'  36.02   <
'1951/07/04;00:00:00'  25.22   <
'1951/07/05;00:00:00'  34.89   <
'1951/07/06;00:00:00'  30.45   <
'1951/07/07;00:00:00'  44.62   <
'1951/07/08;00:00:00'  37.66   <
'1951/07/09;00:00:00'  36.32   <
'1951/07/10;00:00:00'  26.98   <
'1951/07/11;00:00:00'  26.47   <
'1951/07/12;00:00:00'  42.01   <
'1951/07/13;00:00:00'  40.15   <
'1951/07/14;00:00:00'  28.20   <
'1951/07/15;00:00:00'  26.88   <
'1951/07/16;00:00:00'  52.29   <
'1951/07/17;00:00:00'  50.25   <
'1951/07/18;00:00:00'  24.22   <
'1951/07/19;00:00:00'  46.16   <
'1951/07/20;00:00:00'  24.80   <
'1951/07/21;00:00:00'  44.24   <
'1951/07/22;00:00:00'  45.04   <
'1951/07/23;00:00:00'  30.94   <
'1951/07/24;00:00:00'  23.11   <
'1951/07/25;00:00:00'  23.11   <
'1951/07/26;00:00:00'  31.20   <
'1951/07/27;00:00:00'  35.56   <
'1951/07/28;00:00:00'  44.68   <
'1951/07/29;00:00:00'  27.86   <
'1951/07/30;00:00:00'  49.59   <
'1951/07/31;00:00:00'  29.23   <
'1951/08/01;00:00:00'  28.94   <
'1951/08/02;00:00:00'  37.59   <
'1951/08/03;00:00:00'  38.79   <
'1951/08/04;00:00:00'  23.79   <
'1951/08/05;00:00:00'  26.92   <
'1951/08/06;00:00:00'  35.02   <
'1951/08/07;00:00:00'  36.90   <
'1951/08/08;00:00:00'  27.65   <
'1951/08/09;00:00:00'  22.17   <
'1951/08/10;00:00:00'  25.35   <
'1951/08/11;00:00:00'  23.13   <
'1951/08/12;00:00:00'  25.03   <
'1951/08/13;00:00:00'  26.31   <
'1951/08/14;00:00:00'  24.59   <
'1951/08/15;00:00:00'  28.74   <
'1951/08/16;00:00:00'  28.46   <
'1951/08/17;00:00:00'  27.21   <
'1951/08/18;00:00:00'  33.04   <
'1951/08/19;00:00:00'  23.06   <
'1951/08/20;00:00:00'  27.13   <
'1951/08/21;00:00:00'  35.07   <
'1951/08/22;00:00:00'  26.13   <
'1951/08/23;00:00:00'  31.89   <
'1951/08/24;00:00:00'  26.95   <
'1951/08/25;00:00:00'  25.76   <
'1951/08/26;00:00:00'  28.24   <
'1951/08/27;00:00:00'  27.36   <
'1951/08/28;00:00:00'  19.82   <
'1951/08/29;00:00:00'  29.76   <
'1951/08/30;00:00:00'  26.85   <
'1951/08/31;00:00:00'  26.25   <
'1951/09/01;00:00:00'  27.91   <
'1951/09/02;00:00:00'  30.57   <
'1951/09/03;00:00:00'  31.46   <
'1951/09/04;00:00:00'  15.80   <
'1951/09/05;00:00:00'  26.02   <
'1951/09/06;00:00:00'  34.19   <
'1951/09/07;00:00:00'  15.80   <
'1951/09/08;00:00:00'  24.84   <
'1951/09/09;00:00:00'  29.26   <
'1951/09/10;00:00:00'  31.37   <
'1951/09/11;00:00:00'  15.18   <
'1951/09/12;00:00:00'  22.52   <
'1951/09/13;00:00:00'  20.72   <
'1951/09/14;00:00:00'  27.71   <
'1951/09/15;00:00:00'  26.23   <
'1951/09/16;00:00:00'  24.88   <
'1951/09/17;00:00:00'  21.64   <
'1951/09/18;00:00:00'  17.88   <
'1951/09/19;00:00:00'  18.38   <
'1951/09/20;00:00:00'  18.56   <
'1951/09/21;00:00:00'  15.79   <
'1951/09/22;00:00:00'  26.64   <
'1951/09/23;00:00:00'  13.94   <
'1951/09/24;00:00:00'  23.90   <
'1951/09/25;00:00:00'  23.96   <
'1951/09/26;00:00:00'  13.94   <
'1951/09/27;00:00:00'  16.44   <
'1951/09/28;00:00:00'  14.83   <
'1951/09/29;00:00:00'  24.35   <
'1951/09/30;00:00:00'  14.24   <
'1951/10/01;00:00:00'  15.33   <
'1951/10/02;00:00:00'  11.58   <
'1951/10/03;00:00:00'  26.16   <
'1951/10/04;00:00:00'  25.18   <
'1951/10/05;00:00:00'  25.88   <
'1951/10/06;00:00:00'  25.66   <
'1951/10/07;00:00:00'  26.07   <
'1951/10/08;00:00:00'  25.38   <
'1951/10/09;00:00:00'  25.46   <
'1951/10/10;00:00:00'  25.71   <
'1951/10/11;00:00:00'  21.00   <
'1951/10/12;00:00:00'  21.47   <
'1951/10/13;00:00:00'  19.39   <
'1951/10/14;00:00:00'  21.48   <
'1951/10/15;00:00:00'  21.69   <
'1951/10/16;00:00:00'  22.31   <
'1951/10/17;00:00:00'  19.22   <
'1951/10/18;00:00:00'  12.61   <
'1951/10/19;00:00:00'  10.39   <
'1951/10/20;00:00:00'  11.80   <
'1951/10/21;00:00:00'  9.73   <
'1951/10/22;00:00:00'  18.64   <
'1951/10/23;00:00:00'  18.36   <
'1951/10/24;00:00:00'  19.71   <
'1951/10/25;00:00:00'  18.48   <
'1951/10/26;00:00:00'  9.04   <
'1951/10/27;00:00:00'  18.24   <
'1951/10/28;00:00:00'  13.01   <
'1951/10/29;00:00:00'  12.91   <
'1951/10/30;00:00:00'  9.04   <
'1951/10/31;00:00:00'  9.04   <
'1951/11/01;00:00:00'  9.69   <
'1951/11/02;00:00:00'  9.98   <
'1951/11/03;00:00:00'  12.26   <
'1951/11/04;00:00:00'  13.81   <
'1951/11/05;00:00:00'  9.53   <
'1951/11/06;00:00:00'  8.48   <
'1951/11/07;00:00:00'  8.48   <
'1951/11/08;00:00:00'  9.07   <
'1951/11/09;00:00:00'  11.62   <
'1951/11/10;00:00:00'  11.64   <
'1951/11/11;00:00:00'  11.49   <
'1951/11/12;00:00:00'  7.73   <
'1951/11/13;00:00:00'  7.73   <
'1951/11/14;00:00:00'  7.73   <
'1951/11/15;00:00:00'  7.73   <
'1951/11/16;00:00:00'  7.73   <
'1951/11/17;00:00:00'  7.89   <
'1951/11/18;00:00:00'  7.73   <
'1951/11/19;00:00:00'  7.73   <
'1951/11/20;00:00:00'  7.73   <
'1951/11/21;00:00:00'  0.00   <
'1951/11/22;00:00:00'  0.00   <
'1951/11/23;00:00:00'  0.00   <
'1951/11/24;00:00:00'  0.00   <
'1951/11/25;00:00:00'  0.00   <
'1951/11/26;00:00:00'  0.00   <
'1951/11/27;00:00:00'  0.00   <
'1951/11/28;00:00:00'  0.00   <
'1951/11/29;00:00:00'  0.00   <
'1951/11/30;00:00:00'  0.00   <
'1951/12/01;00:00:00'  0.00   <
'1951/12/02;00:00:00'  0.00   <
'1951/12/03;00:00:00'  0.00   <
'1951/12/04;00:00:00'  0.00   <
'1951/12/05;00:00:00'  0.00   <
'1951/12/06;00:00:00'  0.00   <
'1951/12/07;00:00:00'  0.00   <
'1951/12/08;00:00:00'  0.00   <
'1951/12/09;00:00:00'  0.00   <
'1951/12/10;00:00:00'  0.00   <
'1951/12/11;00:00:00'  1.03   <
'1951/12/12;00:00:00'  0.83   <
'1951/12/13;00:00:00'  1.01   <
'1951/12/14;00:00:00'  1.00   <
'1951/12/15;00:00:00'  0.75   <
'1951/12/16;00:00:00'  0.75   <
'1951/12/17;00:00:00'  0.75   <
'1951/12/18;00:00:00'  0.75   <
'1951/12/19;00:00:00'  0.75   <
'1951/12/20;00:00:00'  0.88   <
'1951/12/21;00:00:00'  1.12   <
'1951/12/22;00:00:00'  1.19   <
'1951/12/23;00:00:00'  1.12   <
'1951/12/24;00:00:00'  1.12   <
'1951/12/25;00:00:00'  1.12   <
'1951/12/26;00:00:00'  1.44   <
'1951/12/27;00:00:00'  1.12   <
'1951/12/28;00:00:00'  1.12   <
'1951/12/29;00:00:00'  1.22   <
'1951/12/30;00:00:00'  1.12   <
'1951/12/31;00:00:00'  1.12   <
'1952/01/01;00:00:00'  7.11   <
'1952/01/02;00:00:00'  7.04   <
'1952/01/03;00:00:00'  10.60   <
'1952/01/04;00:00:00'  8.29   <
'1952/01/05;00:00:00'  7.04   <
'1952/01/06;00:00:00'  7.17   <
'1952/01/07;00:00:00'  7.04   <
'1952/01/08;00:00:00'  7.11   <
'1952/01/09;00:00:00'  8.33   <
'1952/01/10;00:00:00'  7.04   <
'1952/01/11;00:00:00'  10.13   <
'1952/01/12;00:00:00'  9.09   <
'1952/01/13;00:00:00'  10.11   <
'1952/01/14;00:00:00'  10.30   <
'1952/01/15;00:00:00'  7.31   <
'1952/01/16;00:00:00'  8.99   <
'1952/01/17;00:00:00'  7.78   <
'1952/01/18;00:00:00'  7.77   <
'1952/01/19;00:00:00'  8.83   <
'1952/01/20;00:00:00'  7.31   <
'1952/01/21;00:00:00'  7.79   <
'1952/01/22;00:00:00'  7.87   <
'1952/01/23;00:00:00'  7.79   <
'1952/01/24;00:00:00'  7.79   <
'1952/01/25;00:00:00'  12.32   <
'1952/01/26;00:00:00'  7.79   <
'1952/01/27;00:00:00'  7.79   <
'1952/01/28;00:00:00'  12.16   <
'1952/01/29;00:00:00'  10.53   <
'1952/01/30;00:00:00'  7.79   <
'1952/01/31;00:00:00'  7.79   <
'1952/02/01;00:00:00'  9.07   <
'1952/02/02;00:00:00'  11.63   <
'1952/02/03;00:00:00'  9.07   <
'1952/02/04;00:00:00'  12.93   <
'1952/02/05;00:00:00'  13.93   <
'1952/02/06;00:00:00'  9.07   <
'1952/02/07;00:00:00'  9.15   <
'1952/02/08;00:00:00'  10.45   <
'1952/02/09;00:00:00'  13.19   <
'1952/02/10;00:00:00'  9.07   <
'1952/02/11;00:00:00'  9.76   <
'1952/02/12;00:00:00'  14.58   <
'1952/02/13;00:00:00'  12.15   <
'1952/02/14;00:00:00'  11.86   <
'1952/02/15;00:00:00'  16.03   <
'1952/02/16;00:00:00'  12.83   <
'1952/02/17;00:00:00'  9.76   <
'1952/02/18;00:00:00'  9.76   <
'1952/02/19;00:00:00'  10.11   <
'1952/02/20;00:00:00'  10.99   <
'1952/02/21;00:00:00'  10.54   <
'1952/02/22;00:00:00'  10.54   <
'1952/02/23;00:00:00'  12.95   <
'1952/02/24;00:00:00'  10.54   <
'1952/02/25;00:00:00'  10.54   <
'1952/02/26;00:00:00'  18.06   <
'1952/02/27;00:00:00'  19.75   <
'1952/02/28;00:00:00'  10.54   <
'1952/02/29;00:00:00'  10.54   <
'1952/03/01;00:00:00'  12.10   <
'1952/03/02;00:00:00'  18.56   <
'1952/03/03;00:00:00'  14.19   <
'1952/03/04;00:00:00'  16.54   <
'1952/03/05;00:00:00'  16.93   <
'1952/03/06;00:00:00'  15.94   <
'1952/03/07;00:00:00'  12.51   <
'1952/03/08;00:00:00'  12.10   <
'1952/03/09;00:00:00'  17.62   <
'1952/03/10;00:00:00'  16.65   <
'1952/03/11;00:00:00'  19.01   <
'1952/03/12;00:00:00'  13.21   <
'1952/03/13;00:00:00'  13.21   <
'1952/03/14;00:00:00'  28.62   <
'1952/03/15;00:00:00'  28.68   <
'1952/03/16;00:00:00'  20.36   <
'1952/03/17;00:00:00'  24.26   <
'1952/03/18;00:00:00'  16.37   <
